Dim_09_id,value_dim09
Dim_09_080,2499415.88
Dim_09_081,2530129.82
Dim_09_082,2560843.76
Dim_09_083,2591557.7
Dim_09_084,2622271.64
Dim_09_085,2652985.58
Dim_09_086,2683699.52
Dim_09_087,2714413.46
Dim_09_088,2745127.4
Dim_09_089,2775841.35
Dim_09_090,2806555.29
Dim_09_091,2837269.23
Dim_09_092,2867983.17
Dim_09_093,2898697.11
Dim_09_094,2929411.05
Dim_09_095,2960124.99
Dim_09_096,2990838.93
Dim_09_097,3021552.87
Dim_09_098,3052266.81
Dim_09_099,3082980.75
Dim_09_100,3113694.69
Dim_09_101,3144408.63
Dim_09_102,3175122.57
Dim_09_103,3205836.51
Dim_09_104,3236550.45
Dim_09_105,3267264.39
Dim_09_106,3297978.33
Dim_09_107,3328692.27
Dim_09_108,3359406.21
Dim_09_109,3390120.15
Dim_09_110,3420834.1
Dim_09_111,3451548.04
Dim_09_112,3482261.98
Dim_09_113,3512975.92
Dim_09_114,3543689.86
Dim_09_115,3574403.8
Dim_09_116,3605117.74
Dim_09_117,3635831.68
Dim_09_118,3666545.62
Dim_09_119,3697259.56
Dim_09_120,3727973.5
Dim_09_121,3758687.44
Dim_09_122,3789401.38
Dim_09_123,3820115.32
Dim_09_124,3850829.26
Dim_09_125,3881543.2
Dim_09_126,3912257.14
Dim_09_127,3942971.08
Dim_09_128,3973685.02
Dim_09_129,4004398.96
Dim_09_130,4035112.9
Dim_09_131,4065826.85
Dim_09_132,4096540.79
Dim_09_133,4127254.73
Dim_09_134,4157968.67
Dim_09_135,4188682.61
Dim_09_136,4219396.55
Dim_09_137,4250110.49
Dim_09_138,4280824.43
Dim_09_139,4311538.37
Dim_09_140,4342252.31
Dim_09_141,4372966.25
Dim_09_142,4403680.19
Dim_09_143,4434394.13
Dim_09_144,4465108.07
Dim_09_145,4495822.01
Dim_09_146,4526535.95
Dim_09_147,4557249.89
Dim_09_148,4587963.83
Dim_09_149,4618677.77
Dim_09_150,4649391.71
Dim_09_151,4680105.65
Dim_09_152,4710819.6
Dim_09_153,4741533.54
Dim_09_154,4772247.48
Dim_09_155,4802961.42
Dim_09_156,4833675.36
Dim_09_157,4864389.3
Dim_09_158,4895103.24
Dim_09_159,4925817.18
Dim_09_160,4956531.12
Dim_09_161,4987245.06
Dim_09_162,5017959
Dim_09_163,5048672.94
Dim_09_164,5079386.88
Dim_09_165,5110100.82
Dim_09_166,5140814.76
Dim_09_167,5171528.7
Dim_09_168,5202242.64
Dim_09_169,5232956.58
Dim_09_170,5263670.52
Dim_09_171,5294384.46
Dim_09_172,5325098.4
Dim_09_173,5355812.35
Dim_09_174,5386526.29
Dim_09_175,5417240.23
Dim_09_176,5447954.17
Dim_09_177,5478668.11
Dim_09_178,5509382.05
Dim_09_179,5540095.99
Dim_09_180,5570809.93
Dim_09_181,5601523.87
Dim_09_182,5632237.81
Dim_09_183,5662951.75
Dim_09_184,5693665.69
Dim_09_185,5724379.63
Dim_09_186,5755093.57
Dim_09_187,5785807.51
Dim_09_188,5816521.45
Dim_09_189,5847235.39
Dim_09_190,5877949.33
Dim_09_191,5908663.27
Dim_09_192,5939377.21
Dim_09_193,5970091.15
Dim_09_194,6000805.1
Dim_09_195,6031519.04
Dim_09_196,6062232.98
Dim_09_197,6092946.92
Dim_09_198,6123660.86
Dim_09_199,6154374.8
Dim_09_200,6185088.74
Dim_09_201,6215802.68
Dim_09_202,6246516.62
Dim_09_203,6277230.56
Dim_09_204,6307944.5
Dim_09_205,6338658.44
Dim_09_206,6369372.38
Dim_09_207,6400086.32
Dim_09_208,6430800.26
Dim_09_209,6461514.2
Dim_09_210,6492228.14
Dim_09_211,6522942.08
Dim_09_212,6553656.02
Dim_09_213,6584369.96
Dim_09_214,6615083.9
Dim_09_215,6645797.85
Dim_09_216,6676511.79
Dim_09_217,6707225.73
Dim_09_218,6737939.67
Dim_09_219,6768653.61
Dim_09_220,6799367.55
Dim_09_221,6830081.49
Dim_09_222,6860795.43
Dim_09_223,6891509.37
Dim_09_224,6922223.31
Dim_09_225,6952937.25
Dim_09_226,6983651.19
Dim_09_227,7014365.13
Dim_09_228,7045079.07
Dim_09_229,7075793.01
Dim_09_230,7106506.95
Dim_09_231,7137220.89
Dim_09_232,7167934.83
Dim_09_233,7198648.77
Dim_09_234,7229362.71
Dim_09_235,7260076.65
Dim_09_236,7290790.6
Dim_09_237,7321504.54
Dim_09_238,7352218.48
Dim_09_239,7382932.42
Dim_09_240,7413646.36
Dim_09_241,7444360.3
Dim_09_242,7475074.24
Dim_09_243,7505788.18
Dim_09_244,7536502.12
Dim_09_245,7567216.06
Dim_09_246,7597930
Dim_09_247,7628643.94
Dim_09_248,7659357.88
Dim_09_249,7690071.82
Dim_09_250,7720785.76
Dim_09_251,7751499.7
Dim_09_252,7782213.64
Dim_09_253,7812927.58
Dim_09_254,7843641.52
Dim_09_255,7874355.46
Dim_09_256,7905069.4
Dim_09_257,7935783.35
Dim_09_258,7966497.29
Dim_09_259,7997211.23
Dim_09_260,8027925.17
Dim_09_261,8058639.11
Dim_09_262,8089353.05
Dim_09_263,8120066.99
Dim_09_264,8150780.93
Dim_09_265,8181494.87
Dim_09_266,8212208.81
Dim_09_267,8242922.75
Dim_09_268,8273636.69
Dim_09_269,8304350.63
Dim_09_270,8335064.57
Dim_09_271,8365778.51
Dim_09_272,8396492.45
Dim_09_273,8427206.39
Dim_09_274,8457920.33
Dim_09_275,8488634.27
Dim_09_276,8519348.21
Dim_09_277,8550062.15
Dim_09_278,8580776.1
Dim_09_279,8611490.04
Dim_09_280,8642203.98
Dim_09_281,8672917.92
Dim_09_282,8703631.86
Dim_09_283,8734345.8
Dim_09_284,8765059.74
Dim_09_285,8795773.68
Dim_09_286,8826487.62
Dim_09_287,8857201.56
Dim_09_288,8887915.5
Dim_09_289,8918629.44
Dim_09_290,8949343.38
Dim_09_291,8980057.32
Dim_09_292,9010771.26
Dim_09_293,9041485.2
Dim_09_294,9072199.14
Dim_09_295,9102913.08
Dim_09_296,9133627.02
Dim_09_297,9164340.96
Dim_09_298,9195054.9
Dim_09_299,9225768.85
Dim_09_300,9256482.79
Dim_09_301,9287196.73
Dim_09_302,9317910.67
Dim_09_303,9348624.61
Dim_09_304,9379338.55
Dim_09_305,9410052.49
Dim_09_306,9440766.43
Dim_09_307,9471480.37
Dim_09_308,9502194.31
Dim_09_309,9532908.25
Dim_09_310,9563622.19
Dim_09_311,9594336.13
Dim_09_312,9625050.07
Dim_09_313,9655764.01
Dim_09_314,9686477.95
Dim_09_315,9717191.89
Dim_09_316,9747905.83
Dim_09_317,9778619.77
Dim_09_318,9809333.71
Dim_09_319,9840047.65
Dim_09_320,9870761.6
Dim_09_321,9901475.54
Dim_09_322,9932189.48
Dim_09_323,9962903.42
Dim_09_324,9993617.36
Dim_09_325,10024331.3
Dim_09_326,10055045.24
Dim_09_327,10085759.18
Dim_09_328,10116473.12
Dim_09_329,10147187.06
Dim_09_330,10177901
Dim_09_331,10208614.94
Dim_09_332,10239328.88
Dim_09_333,10270042.82
Dim_09_334,10300756.76
Dim_09_335,10331470.7
Dim_09_336,10362184.64
Dim_09_337,10392898.58
Dim_09_338,10423612.52
Dim_09_339,10454326.46
Dim_09_340,10485040.4
Dim_09_341,10515754.35
Dim_09_342,10546468.29
Dim_09_343,10577182.23
Dim_09_344,10607896.17
Dim_09_345,10638610.11
Dim_09_346,10669324.05
Dim_09_347,10700037.99
Dim_09_348,10730751.93
Dim_09_349,10761465.87
Dim_09_350,10792179.81
Dim_09_351,10822893.75
Dim_09_352,10853607.69
Dim_09_353,10884321.63
Dim_09_354,10915035.57
Dim_09_355,10945749.51
Dim_09_356,10976463.45
Dim_09_357,11007177.39
Dim_09_358,11037891.33
Dim_09_359,11068605.27
Dim_09_360,11099319.21
Dim_09_361,11130033.15
Dim_09_362,11160747.1
Dim_09_363,11191461.04
Dim_09_364,11222174.98
Dim_09_365,11252888.92
Dim_09_366,11283602.86
Dim_09_367,11314316.8
Dim_09_368,11345030.74
Dim_09_369,11375744.68
Dim_09_370,11406458.62
Dim_09_371,11437172.56
Dim_09_372,11467886.5
Dim_09_373,11498600.44
Dim_09_374,11529314.38
Dim_09_375,11560028.32
Dim_09_376,11590742.26
Dim_09_377,11621456.2
Dim_09_378,11652170.14
Dim_09_379,11682884.08
Dim_09_380,11713598.02
Dim_09_381,11744311.96
Dim_09_382,11775025.9
Dim_09_383,11805739.85
Dim_09_384,11836453.79
Dim_09_385,11867167.73
Dim_09_386,11897881.67
Dim_09_387,11928595.61
Dim_09_388,11959309.55
Dim_09_389,11990023.49
Dim_09_390,12020737.43
Dim_09_391,12051451.37
Dim_09_392,12082165.31
Dim_09_393,12112879.25
Dim_09_394,12143593.19
Dim_09_395,12174307.13
Dim_09_396,12205021.07
Dim_09_397,12235735.01
Dim_09_398,12266448.95
Dim_09_399,12297162.89
Dim_09_400,12327876.83
Dim_09_401,12358590.77
Dim_09_402,12389304.71
Dim_09_403,12420018.65
Dim_09_404,12450732.6
Dim_09_405,12481446.54
Dim_09_406,12512160.48
Dim_09_407,12542874.42
Dim_09_408,12573588.36
Dim_09_409,12604302.3
Dim_09_410,12635016.24
Dim_09_411,12665730.18
Dim_09_412,12696444.12
Dim_09_413,12727158.06
Dim_09_414,12757872
Dim_09_415,12788585.94
Dim_09_416,12819299.88
Dim_09_417,12850013.82
Dim_09_418,12880727.76
Dim_09_419,12911441.7
Dim_09_420,12942155.64
Dim_09_421,12972869.58
Dim_09_422,13003583.52
Dim_09_423,13034297.46
Dim_09_424,13065011.4
Dim_09_425,13095725.35
Dim_09_426,13126439.29
Dim_09_427,13157153.23
Dim_09_428,13187867.17
Dim_09_429,13218581.11
Dim_09_430,13249295.05
Dim_09_431,13280008.99
Dim_09_432,13310722.93
Dim_09_433,13341436.87
Dim_09_434,13372150.81
Dim_09_435,13402864.75
Dim_09_436,13433578.69
Dim_09_437,13464292.63
Dim_09_438,13495006.57
Dim_09_439,13525720.51
Dim_09_440,13556434.45
Dim_09_441,13587148.39
Dim_09_442,13617862.33
Dim_09_443,13648576.27
Dim_09_444,13679290.21
Dim_09_445,13710004.15
Dim_09_446,13740718.1
Dim_09_447,13771432.04
Dim_09_448,13802145.98
Dim_09_449,13832859.92
Dim_09_450,13863573.86
Dim_09_451,13894287.8
Dim_09_452,13925001.74
Dim_09_453,13955715.68
Dim_09_454,13986429.62
Dim_09_455,14017143.56
Dim_09_456,14047857.5
Dim_09_457,14078571.44
Dim_09_458,14109285.38
Dim_09_459,14139999.32
Dim_09_460,14170713.26
Dim_09_461,14201427.2
Dim_09_462,14232141.14
Dim_09_463,14262855.08
Dim_09_464,14293569.02
Dim_09_465,14324282.96
Dim_09_466,14354996.9
Dim_09_467,14385710.85
Dim_09_468,14416424.79
Dim_09_469,14447138.73
Dim_09_470,14477852.67
Dim_09_471,14508566.61
Dim_09_472,14539280.55
Dim_09_473,14569994.49
Dim_09_474,14600708.43
Dim_09_475,14631422.37
Dim_09_476,14662136.31
Dim_09_477,14692850.25
Dim_09_478,14723564.19
Dim_09_479,14754278.13
Dim_09_480,14784992.07
Dim_09_481,14815706.01
Dim_09_482,14846419.95
Dim_09_483,14877133.89
Dim_09_484,14907847.83
Dim_09_485,14938561.77
Dim_09_486,14969275.71
Dim_09_487,14999989.65
Dim_09_488,15030703.6
Dim_09_489,15061417.54
Dim_09_490,15092131.48
Dim_09_491,15122845.42
Dim_09_492,15153559.36
Dim_09_493,15184273.3
Dim_09_494,15214987.24
Dim_09_495,15245701.18
Dim_09_496,15276415.12
Dim_09_497,15307129.06
Dim_09_498,15337843
Dim_09_499,15368556.94
Dim_09_500,15399270.88
Dim_09_501,15429984.82
Dim_09_502,15460698.76
Dim_09_503,15491412.7
Dim_09_504,15522126.64
Dim_09_505,15552840.58
Dim_09_506,15583554.52
Dim_09_507,15614268.46
Dim_09_508,15644982.4
Dim_09_509,15675696.35
Dim_09_510,15706410.29
Dim_09_511,15737124.23
Dim_09_512,15767838.17
Dim_09_513,15798552.11
Dim_09_514,15829266.05
Dim_09_515,15859979.99
Dim_09_516,15890693.93
Dim_09_517,15921407.87
Dim_09_518,15952121.81
Dim_09_519,15982835.75
Dim_09_520,16013549.69
Dim_09_521,16044263.63
Dim_09_522,16074977.57
Dim_09_523,16105691.51
Dim_09_524,16136405.45
Dim_09_525,16167119.39
Dim_09_526,16197833.33
Dim_09_527,16228547.27
Dim_09_528,16259261.21
Dim_09_529,16289975.15
Dim_09_530,16320689.1
Dim_09_531,16351403.04
Dim_09_532,16382116.98
Dim_09_533,16412830.92
Dim_09_534,16443544.86
Dim_09_535,16474258.8
Dim_09_536,16504972.74
Dim_09_537,16535686.68
Dim_09_538,16566400.62
Dim_09_539,16597114.56
Dim_09_540,16627828.5
Dim_09_541,16658542.44
Dim_09_542,16689256.38
Dim_09_543,16719970.32
Dim_09_544,16750684.26
Dim_09_545,16781398.2
Dim_09_546,16812112.14
Dim_09_547,16842826.08
Dim_09_548,16873540.02
Dim_09_549,16904253.96
Dim_09_550,16934967.9
Dim_09_551,16965681.85
Dim_09_552,16996395.79
Dim_09_553,17027109.73
Dim_09_554,17057823.67
Dim_09_555,17088537.61
Dim_09_556,17119251.55
Dim_09_557,17149965.49
Dim_09_558,17180679.43
Dim_09_559,17211393.37
Dim_09_560,17242107.31
Dim_09_561,17272821.25
Dim_09_562,17303535.19
Dim_09_563,17334249.13
Dim_09_564,17364963.07
Dim_09_565,17395677.01
Dim_09_566,17426390.95
Dim_09_567,17457104.89
Dim_09_568,17487818.83
Dim_09_569,17518532.77
Dim_09_570,17549246.71
Dim_09_571,17579960.65
Dim_09_572,17610674.6
Dim_09_573,17641388.54
Dim_09_574,17672102.48
Dim_09_575,17702816.42
Dim_09_576,17733530.36
Dim_09_577,17764244.3
Dim_09_578,17794958.24
Dim_09_579,17825672.18
Dim_09_580,17856386.12
Dim_09_581,17887100.06
Dim_09_582,17917814
Dim_09_583,17948527.94
Dim_09_584,17979241.88
Dim_09_585,18009955.82
Dim_09_586,18040669.76
Dim_09_587,18071383.7
Dim_09_588,18102097.64
Dim_09_589,18132811.58
Dim_09_590,18163525.52
Dim_09_591,18194239.46
Dim_09_592,18224953.4
Dim_09_593,18255667.35
Dim_09_594,18286381.29
Dim_09_595,18317095.23
Dim_09_596,18347809.17
Dim_09_597,18378523.11
Dim_09_598,18409237.05
Dim_09_599,18439950.99
Dim_09_600,18470664.93
Dim_09_601,18501378.87
Dim_09_602,18532092.81
Dim_09_603,18562806.75
Dim_09_604,18593520.69
Dim_09_605,18624234.63
Dim_09_606,18654948.57
Dim_09_607,18685662.51
Dim_09_608,18716376.45
Dim_09_609,18747090.39
Dim_09_610,18777804.33
Dim_09_611,18808518.27
Dim_09_612,18839232.21
Dim_09_613,18869946.15
Dim_09_614,18900660.1
Dim_09_615,18931374.04
Dim_09_616,18962087.98
Dim_09_617,18992801.92
Dim_09_618,19023515.86
Dim_09_619,19054229.8
Dim_09_620,19084943.74
Dim_09_621,19115657.68
Dim_09_622,19146371.62
Dim_09_623,19177085.56
Dim_09_624,19207799.5
Dim_09_625,19238513.44
Dim_09_626,19269227.38
Dim_09_627,19299941.32
Dim_09_628,19330655.26
Dim_09_629,19361369.2
Dim_09_630,19392083.14
Dim_09_631,19422797.08
Dim_09_632,19453511.02
Dim_09_633,19484224.96
Dim_09_634,19514938.9
Dim_09_635,19545652.85
Dim_09_636,19576366.79
Dim_09_637,19607080.73
Dim_09_638,19637794.67
Dim_09_639,19668508.61
Dim_09_640,19699222.55
Dim_09_641,19729936.49
Dim_09_642,19760650.43
Dim_09_643,19791364.37
Dim_09_644,19822078.31
Dim_09_645,19852792.25
Dim_09_646,19883506.19
Dim_09_647,19914220.13
Dim_09_648,19944934.07
Dim_09_649,19975648.01
Dim_09_650,20006361.95
Dim_09_651,20037075.89
Dim_09_652,20067789.83
Dim_09_653,20098503.77
Dim_09_654,20129217.71
Dim_09_655,20159931.65
Dim_09_656,20190645.6
Dim_09_657,20221359.54
Dim_09_658,20252073.48
Dim_09_659,20282787.42
Dim_09_660,20313501.36
Dim_09_661,20344215.3
Dim_09_662,20374929.24
Dim_09_663,20405643.18
Dim_09_664,20436357.12
Dim_09_665,20467071.06
Dim_09_666,20497785
Dim_09_667,20528498.94
Dim_09_668,20559212.88
Dim_09_669,20589926.82
Dim_09_670,20620640.76
Dim_09_671,20651354.7
Dim_09_672,20682068.64
Dim_09_673,20712782.58
Dim_09_674,20743496.52
Dim_09_675,20774210.46
Dim_09_676,20804924.4
Dim_09_677,20835638.35
Dim_09_678,20866352.29
Dim_09_679,20897066.23
Dim_09_680,20927780.17
Dim_09_681,20958494.11
Dim_09_682,20989208.05
Dim_09_683,21019921.99
Dim_09_684,21050635.93
Dim_09_685,21081349.87
Dim_09_686,21112063.81
Dim_09_687,21142777.75
Dim_09_688,21173491.69
Dim_09_689,21204205.63
Dim_09_690,21234919.57
Dim_09_691,21265633.51
Dim_09_692,21296347.45
Dim_09_693,21327061.39
Dim_09_694,21357775.33
Dim_09_695,21388489.27
Dim_09_696,21419203.21
Dim_09_697,21449917.15
Dim_09_698,21480631.1
Dim_09_699,21511345.04
Dim_09_700,21542058.98
Dim_09_701,21572772.92
Dim_09_702,21603486.86
Dim_09_703,21634200.8
Dim_09_704,21664914.74
Dim_09_705,21695628.68
Dim_09_706,21726342.62
Dim_09_707,21757056.56
Dim_09_708,21787770.5
Dim_09_709,21818484.44
Dim_09_710,21849198.38
Dim_09_711,21879912.32
Dim_09_712,21910626.26
Dim_09_713,21941340.2
Dim_09_714,21972054.14
Dim_09_715,22002768.08
Dim_09_716,22033482.02
Dim_09_717,22064195.96
Dim_09_718,22094909.9
Dim_09_719,22125623.85
Dim_09_720,22156337.79
Dim_09_721,22187051.73
Dim_09_722,22217765.67
Dim_09_723,22248479.61
Dim_09_724,22279193.55
Dim_09_725,22309907.49
Dim_09_726,22340621.43
Dim_09_727,22371335.37
Dim_09_728,22402049.31
Dim_09_729,22432763.25
Dim_09_730,22463477.19
Dim_09_731,22494191.13
Dim_09_732,22524905.07
Dim_09_733,22555619.01
Dim_09_734,22586332.95
Dim_09_735,22617046.89
Dim_09_736,22647760.83
Dim_09_737,22678474.77
Dim_09_738,22709188.71
Dim_09_739,22739902.65
Dim_09_740,22770616.6
Dim_09_741,22801330.54
Dim_09_742,22832044.48
Dim_09_743,22862758.42
Dim_09_744,22893472.36
Dim_09_745,22924186.3
Dim_09_746,22954900.24
Dim_09_747,22985614.18
Dim_09_748,23016328.12
Dim_09_749,23047042.06
Dim_09_750,23077756
Dim_09_751,23108469.94
Dim_09_752,23139183.88
Dim_09_753,23169897.82
Dim_09_754,23200611.76
Dim_09_755,23231325.7
Dim_09_756,23262039.64
Dim_09_757,23292753.58
Dim_09_758,23323467.52
Dim_09_759,23354181.46
Dim_09_760,23384895.4
Dim_09_761,23415609.35
Dim_09_762,23446323.29
Dim_09_763,23477037.23
Dim_09_764,23507751.17
Dim_09_765,23538465.11
Dim_09_766,23569179.05
Dim_09_767,23599892.99
Dim_09_768,23630606.93
Dim_09_769,23661320.87
Dim_09_770,23692034.81
Dim_09_771,23722748.75
Dim_09_772,23753462.69
Dim_09_773,23784176.63
Dim_09_774,23814890.57
Dim_09_775,23845604.51
Dim_09_776,23876318.45
Dim_09_777,23907032.39
Dim_09_778,23937746.33
Dim_09_779,23968460.27
Dim_09_780,23999174.21
Dim_09_781,24029888.15
Dim_09_782,24060602.1
Dim_09_783,24091316.04
Dim_09_784,24122029.98
Dim_09_785,24152743.92
Dim_09_786,24183457.86
Dim_09_787,24214171.8
Dim_09_788,24244885.74
Dim_09_789,24275599.68
Dim_09_790,24306313.62
Dim_09_791,24337027.56
Dim_09_792,24367741.5
Dim_09_793,24398455.44
Dim_09_794,24429169.38
Dim_09_795,24459883.32
Dim_09_796,24490597.26
Dim_09_797,24521311.2
Dim_09_798,24552025.14
Dim_09_799,24582739.08
Dim_09_800,24613453.02
Dim_09_801,24644166.96
Dim_09_802,24674880.9
Dim_09_803,24705594.85
Dim_09_804,24736308.79
Dim_09_805,24767022.73
Dim_09_806,24797736.67
Dim_09_807,24828450.61
Dim_09_808,24859164.55
Dim_09_809,24889878.49
Dim_09_810,24920592.43
Dim_09_811,24951306.37
Dim_09_812,24982020.31
Dim_09_813,25012734.25
Dim_09_814,25043448.19
Dim_09_815,25074162.13
Dim_09_816,25104876.07
Dim_09_817,25135590.01
Dim_09_818,25166303.95
Dim_09_819,25197017.89
Dim_09_820,25227731.83
Dim_09_821,25258445.77
Dim_09_822,25289159.71
Dim_09_823,25319873.65
Dim_09_824,25350587.6
Dim_09_825,25381301.54
Dim_09_826,25412015.48
Dim_09_827,25442729.42
Dim_09_828,25473443.36
Dim_09_829,25504157.3
Dim_09_830,25534871.24
Dim_09_831,25565585.18
Dim_09_832,25596299.12
Dim_09_833,25627013.06
Dim_09_834,25657727
Dim_09_835,25688440.94
Dim_09_836,25719154.88
Dim_09_837,25749868.82
Dim_09_838,25780582.76
Dim_09_839,25811296.7
Dim_09_840,25842010.64
Dim_09_841,25872724.58
Dim_09_842,25903438.52
Dim_09_843,25934152.46
Dim_09_844,25964866.4
Dim_09_845,25995580.35
Dim_09_846,26026294.29
Dim_09_847,26057008.23
Dim_09_848,26087722.17
Dim_09_849,26118436.11
Dim_09_850,26149150.05
Dim_09_851,26179863.99
Dim_09_852,26210577.93
Dim_09_853,26241291.87
Dim_09_854,26272005.81
Dim_09_855,26302719.75
Dim_09_856,26333433.69
Dim_09_857,26364147.63
Dim_09_858,26394861.57
Dim_09_859,26425575.51
Dim_09_860,26456289.45
Dim_09_861,26487003.39
Dim_09_862,26517717.33
Dim_09_863,26548431.27
Dim_09_864,26579145.21
Dim_09_865,26609859.15
Dim_09_866,26640573.1
Dim_09_867,26671287.04
Dim_09_868,26702000.98
Dim_09_869,26732714.92
Dim_09_870,26763428.86
Dim_09_871,26794142.8
Dim_09_872,26824856.74
Dim_09_873,26855570.68
Dim_09_874,26886284.62
Dim_09_875,26916998.56
Dim_09_876,26947712.5
Dim_09_877,26978426.44
Dim_09_878,27009140.38
Dim_09_879,27039854.32
Dim_09_880,27070568.26
Dim_09_881,27101282.2
Dim_09_882,27131996.14
Dim_09_883,27162710.08
Dim_09_884,27193424.02
Dim_09_885,27224137.96
Dim_09_886,27254851.9
Dim_09_887,27285565.85
Dim_09_888,27316279.79
Dim_09_889,27346993.73
Dim_09_890,27377707.67
Dim_09_891,27408421.61
Dim_09_892,27439135.55
Dim_09_893,27469849.49
Dim_09_894,27500563.43
Dim_09_895,27531277.37
Dim_09_896,27561991.31
Dim_09_897,27592705.25
Dim_09_898,27623419.19
Dim_09_899,27654133.13
Dim_09_900,27684847.07
Dim_09_901,27715561.01
Dim_09_902,27746274.95
Dim_09_903,27776988.89
Dim_09_904,27807702.83
Dim_09_905,27838416.77
Dim_09_906,27869130.71
Dim_09_907,27899844.65
Dim_09_908,27930558.6
Dim_09_909,27961272.54
Dim_09_910,27991986.48
Dim_09_911,28022700.42
Dim_09_912,28053414.36
Dim_09_913,28084128.3
Dim_09_914,28114842.24
Dim_09_915,28145556.18
Dim_09_916,28176270.12
Dim_09_917,28206984.06
Dim_09_918,28237698
Dim_09_919,28268411.94
Dim_09_920,28299125.88
Dim_09_921,28329839.82
Dim_09_922,28360553.76
Dim_09_923,28391267.7
Dim_09_924,28421981.64
Dim_09_925,28452695.58
Dim_09_926,28483409.52
Dim_09_927,28514123.46
Dim_09_928,28544837.4
Dim_09_929,28575551.35
Dim_09_930,28606265.29
Dim_09_931,28636979.23
Dim_09_932,28667693.17
Dim_09_933,28698407.11
Dim_09_934,28729121.05
Dim_09_935,28759834.99
Dim_09_936,28790548.93
Dim_09_937,28821262.87
Dim_09_938,28851976.81
Dim_09_939,28882690.75
Dim_09_940,28913404.69
Dim_09_941,28944118.63
Dim_09_942,28974832.57
Dim_09_943,29005546.51
Dim_09_944,29036260.45
Dim_09_945,29066974.39
Dim_09_946,29097688.33
Dim_09_947,29128402.27
Dim_09_948,29159116.21
Dim_09_949,29189830.15
Dim_09_950,29220544.1
Dim_09_951,29251258.04
Dim_09_952,29281971.98
Dim_09_953,29312685.92
Dim_09_954,29343399.86
Dim_09_955,29374113.8
Dim_09_956,29404827.74
Dim_09_957,29435541.68
Dim_09_958,29466255.62
Dim_09_959,29496969.56
Dim_09_960,29527683.5
Dim_09_961,29558397.44
Dim_09_962,29589111.38
Dim_09_963,29619825.32
Dim_09_964,29650539.26
Dim_09_965,29681253.2
Dim_09_966,29711967.14
Dim_09_967,29742681.08
Dim_09_968,29773395.02
Dim_09_969,29804108.96
Dim_09_970,29834822.9
Dim_09_971,29865536.85
Dim_09_972,29896250.79
Dim_09_973,29926964.73
Dim_09_974,29957678.67
Dim_09_975,29988392.61
Dim_09_976,30019106.55
Dim_09_977,30049820.49
Dim_09_978,30080534.43
Dim_09_979,30111248.37
Dim_09_980,30141962.31
Dim_09_981,30172676.25
Dim_09_982,30203390.19
Dim_09_983,30234104.13
Dim_09_984,30264818.07
Dim_09_985,30295532.01
Dim_09_986,30326245.95
Dim_09_987,30356959.89
Dim_09_988,30387673.83
Dim_09_989,30418387.77
Dim_09_990,30449101.71
Dim_09_991,30479815.65
Dim_09_992,30510529.6
Dim_09_993,30541243.54
Dim_09_994,30571957.48
Dim_09_995,30602671.42
Dim_09_996,30633385.36
Dim_09_997,30664099.3
Dim_09_998,30694813.24
Dim_09_999,30725527.18
Dim_09_1000,30756241.12
Dim_09_1001,30786955.06
Dim_09_1002,30817669
