price_id,price
price_267,8242922.75
price_268,8273636.69
price_269,8304350.63
price_270,8335064.57
price_271,8365778.51
price_272,8396492.45
price_273,8427206.39
price_274,8457920.33
price_275,8488634.27
price_276,8519348.21
price_277,8550062.15
price_278,8580776.10
price_279,8611490.04
price_280,8642203.98
price_281,8672917.92
price_282,8703631.86
price_283,8734345.80
price_284,8765059.74
price_285,8795773.68
price_286,8826487.62
price_287,8857201.56
price_288,8887915.50
price_289,8918629.44
price_290,8949343.38
price_291,8980057.32
price_292,9010771.26
price_293,9041485.20
price_294,9072199.14
price_295,9102913.08
price_296,9133627.02
price_297,9164340.96
price_298,9195054.90
price_299,9225768.85
price_300,9256482.79
price_301,9287196.73
price_302,9317910.67
price_303,9348624.61
price_304,9379338.55
price_305,9410052.49
price_306,9440766.43
price_307,9471480.37
price_308,9502194.31
price_309,9532908.25
price_310,9563622.19
price_311,9594336.13
price_312,9625050.07
price_313,9655764.01
price_314,9686477.95
price_315,9717191.89
price_316,9747905.83
price_317,9778619.77
price_318,9809333.71
price_319,9840047.65
price_320,9870761.60
price_321,9901475.54
price_322,9932189.48
price_323,9962903.42
price_324,9993617.36
price_325,10024331.30
price_326,10055045.24
price_327,10085759.18
price_328,10116473.12
price_329,10147187.06
price_330,10177901.00
price_331,10208614.94
price_332,10239328.88
price_333,10270042.82
price_334,10300756.76
price_335,10331470.70
price_336,10362184.64
price_337,10392898.58
price_338,10423612.52
price_339,10454326.46
price_340,10485040.40
price_341,10515754.35
price_342,10546468.29
price_343,10577182.23
price_344,10607896.17
price_345,10638610.11
price_346,10669324.05
price_347,10700037.99
price_348,10730751.93
price_349,10761465.87
price_350,10792179.81
price_351,10822893.75
price_352,10853607.69
price_353,10884321.63
price_354,10915035.57
price_355,10945749.51
price_356,10976463.45
price_357,11007177.39
price_358,11037891.33
price_359,11068605.27
price_360,11099319.21
price_361,11130033.15
price_362,11160747.10
price_363,11191461.04
price_364,11222174.98
price_365,11252888.92
price_366,11283602.86
price_367,11314316.80
price_368,11345030.74
price_369,11375744.68
price_370,11406458.62
price_371,11437172.56
price_372,11467886.50
price_373,11498600.44
price_374,11529314.38
price_375,11560028.32
price_376,11590742.26
price_377,11621456.20
price_378,11652170.14
price_379,11682884.08
price_380,11713598.02
price_381,11744311.96
price_382,11775025.90
price_383,11805739.85
price_384,11836453.79
price_385,11867167.73
price_386,11897881.67
price_387,11928595.61
price_388,11959309.55
price_389,11990023.49
price_390,12020737.43
price_391,12051451.37
price_392,12082165.31
price_393,12112879.25
price_394,12143593.19
price_395,12174307.13
price_396,12205021.07
price_397,12235735.01
price_398,12266448.95
price_399,12297162.89
price_400,12327876.83
price_401,12358590.77
price_402,12389304.71
price_403,12420018.65
price_404,12450732.60
price_405,12481446.54
price_406,12512160.48
price_407,12542874.42
price_408,12573588.36
price_409,12604302.30
price_410,12635016.24
price_411,12665730.18
price_412,12696444.12
price_413,12727158.06
price_414,12757872.00
price_415,12788585.94
price_416,12819299.88
price_417,12850013.82
price_418,12880727.76
price_419,12911441.70
price_420,12942155.64
price_421,12972869.58
price_422,13003583.52
price_423,13034297.46
price_424,13065011.40
price_425,13095725.35
price_426,13126439.29
price_427,13157153.23
price_428,13187867.17
price_429,13218581.11
price_430,13249295.05
price_431,13280008.99
price_432,13310722.93
price_433,13341436.87
price_434,13372150.81
price_435,13402864.75
price_436,13433578.69
price_437,13464292.63
price_438,13495006.57
price_439,13525720.51
price_440,13556434.45
price_441,13587148.39
price_442,13617862.33
price_443,13648576.27
price_444,13679290.21
price_445,13710004.15
price_446,13740718.10
price_447,13771432.04
price_448,13802145.98
price_449,13832859.92
price_450,13863573.86
price_451,13894287.80
price_452,13925001.74
price_453,13955715.68
price_454,13986429.62
price_455,14017143.56
price_456,14047857.50
price_457,14078571.44
price_458,14109285.38
price_459,14139999.32
price_460,14170713.26
price_461,14201427.20
price_462,14232141.14
price_463,14262855.08
price_464,14293569.02
price_465,14324282.96
price_466,14354996.90
price_467,14385710.85
price_468,14416424.79
price_469,14447138.73
price_470,14477852.67
price_471,14508566.61
price_472,14539280.55
price_473,14569994.49
price_474,14600708.43
price_475,14631422.37
price_476,14662136.31
price_477,14692850.25
price_478,14723564.19
price_479,14754278.13
price_480,14784992.07
price_481,14815706.01
price_482,14846419.95
price_483,14877133.89
price_484,14907847.83
price_485,14938561.77
price_486,14969275.71
price_487,14999989.65
price_488,15030703.60
price_489,15061417.54
price_490,15092131.48
price_491,15122845.42
price_492,15153559.36
price_493,15184273.30
price_494,15214987.24
price_495,15245701.18
price_496,15276415.12
price_497,15307129.06
price_498,15337843.00
price_499,15368556.94
price_500,15399270.88
price_501,15429984.82
price_502,15460698.76
price_503,15491412.70
price_504,15522126.64
price_505,15552840.58
price_506,15583554.52
price_507,15614268.46
price_508,15644982.40
price_509,15675696.35
price_510,15706410.29
price_511,15737124.23
price_512,15767838.17
price_513,15798552.11
price_514,15829266.05
price_515,15859979.99
price_516,15890693.93
price_517,15921407.87
price_518,15952121.81
price_519,15982835.75
price_520,16013549.69
price_521,16044263.63
price_522,16074977.57
price_523,16105691.51
price_524,16136405.45
price_525,16167119.39
price_526,16197833.33
price_527,16228547.27
price_528,16259261.21
price_529,16289975.15
price_530,16320689.10
price_531,16351403.04
price_532,16382116.98
price_533,16412830.92
price_534,16443544.86
price_535,16474258.80
price_536,16504972.74
price_537,16535686.68
price_538,16566400.62
price_539,16597114.56
price_540,16627828.50
price_541,16658542.44
price_542,16689256.38
price_543,16719970.32
price_544,16750684.26
price_545,16781398.20
price_546,16812112.14
price_547,16842826.08
price_548,16873540.02
price_549,16904253.96
price_550,16934967.90
price_551,16965681.85
price_552,16996395.79
price_553,17027109.73
price_554,17057823.67
price_555,17088537.61
price_556,17119251.55
price_557,17149965.49
price_558,17180679.43
price_559,17211393.37
price_560,17242107.31
price_561,17272821.25
price_562,17303535.19
price_563,17334249.13
price_564,17364963.07
price_565,17395677.01
price_566,17426390.95
price_567,17457104.89
price_568,17487818.83
price_569,17518532.77
price_570,17549246.71
price_571,17579960.65
price_572,17610674.60
price_573,17641388.54
price_574,17672102.48
price_575,17702816.42
price_576,17733530.36
price_577,17764244.30
price_578,17794958.24
price_579,17825672.18
price_580,17856386.12
price_581,17887100.06
price_582,17917814.00
price_583,17948527.94
price_584,17979241.88
price_585,18009955.82
price_586,18040669.76
price_587,18071383.70
price_588,18102097.64
price_589,18132811.58
price_590,18163525.52
price_591,18194239.46
price_592,18224953.40
price_593,18255667.35
price_594,18286381.29
price_595,18317095.23
price_596,18347809.17
price_597,18378523.11
price_598,18409237.05
price_599,18439950.99
price_600,18470664.93
price_601,18501378.87
price_602,18532092.81
price_603,18562806.75
price_604,18593520.69
price_605,18624234.63
price_606,18654948.57
price_607,18685662.51
price_608,18716376.45
price_609,18747090.39
price_610,18777804.33
price_611,18808518.27
price_612,18839232.21
price_613,18869946.15
price_614,18900660.10
price_615,18931374.04
price_616,18962087.98
price_617,18992801.92
price_618,19023515.86
price_619,19054229.80
price_620,19084943.74
price_621,19115657.68
price_622,19146371.62
price_623,19177085.56
price_624,19207799.50
price_625,19238513.44
price_626,19269227.38
price_627,19299941.32
price_628,19330655.26
price_629,19361369.20
price_630,19392083.14
price_631,19422797.08
price_632,19453511.02
price_633,19484224.96
price_634,19514938.90
price_635,19545652.85
price_636,19576366.79
price_637,19607080.73
price_638,19637794.67
price_639,19668508.61
price_640,19699222.55
price_641,19729936.49
price_642,19760650.43
price_643,19791364.37
price_644,19822078.31
price_645,19852792.25
price_646,19883506.19
price_647,19914220.13
price_648,19944934.07
price_649,19975648.01
price_650,20006361.95
price_651,20037075.89
price_652,20067789.83
price_653,20098503.77
price_654,20129217.71
price_655,20159931.65
price_656,20190645.60
price_657,20221359.54
price_658,20252073.48
price_659,20282787.42
price_660,20313501.36
price_661,20344215.30
price_662,20374929.24
price_663,20405643.18
price_664,20436357.12
price_665,20467071.06
price_666,20497785.00
price_667,20528498.94
price_668,20559212.88
price_669,20589926.82
price_670,20620640.76
price_671,20651354.70
price_672,20682068.64
price_673,20712782.58
price_674,20743496.52
price_675,20774210.46
price_676,20804924.40
price_677,20835638.35
price_678,20866352.29
price_679,20897066.23
price_680,20927780.17
price_681,20958494.11
price_682,20989208.05
price_683,21019921.99
price_684,21050635.93
price_685,21081349.87
price_686,21112063.81
price_687,21142777.75
price_688,21173491.69
price_689,21204205.63
price_690,21234919.57
price_691,21265633.51
price_692,21296347.45
price_693,21327061.39
price_694,21357775.33
price_695,21388489.27
price_696,21419203.21
price_697,21449917.15
price_698,21480631.10
price_699,21511345.04
price_700,21542058.98
price_701,21572772.92
price_702,21603486.86
price_703,21634200.80
price_704,21664914.74
price_705,21695628.68
price_706,21726342.62
price_707,21757056.56
price_708,21787770.50
price_709,21818484.44
price_710,21849198.38
price_711,21879912.32
price_712,21910626.26
price_713,21941340.20
price_714,21972054.14
price_715,22002768.08
price_716,22033482.02
price_717,22064195.96
price_718,22094909.90
price_719,22125623.85
price_720,22156337.79
price_721,22187051.73
price_722,22217765.67
price_723,22248479.61
price_724,22279193.55
price_725,22309907.49
price_726,22340621.43
price_727,22371335.37
price_728,22402049.31
price_729,22432763.25
price_730,22463477.19
price_731,22494191.13
price_732,22524905.07
price_733,22555619.01
price_734,22586332.95
price_735,22617046.89
price_736,22647760.83
price_737,22678474.77
price_738,22709188.71
price_739,22739902.65
price_740,22770616.60
price_741,22801330.54
price_742,22832044.48
price_743,22862758.42
price_744,22893472.36
price_745,22924186.30
price_746,22954900.24
price_747,22985614.18
price_748,23016328.12
price_749,23047042.06
price_750,23077756.00
price_751,23108469.94
price_752,23139183.88
price_753,23169897.82
price_754,23200611.76
price_755,23231325.70
price_756,23262039.64
price_757,23292753.58
price_758,23323467.52
price_759,23354181.46
price_760,23384895.40
price_761,23415609.35
price_762,23446323.29
price_763,23477037.23
price_764,23507751.17
price_765,23538465.11
price_766,23569179.05
price_767,23599892.99
price_768,23630606.93
price_769,23661320.87
price_770,23692034.81
price_771,23722748.75
price_772,23753462.69
price_773,23784176.63
price_774,23814890.57
price_775,23845604.51
price_776,23876318.45
price_777,23907032.39
price_778,23937746.33
price_779,23968460.27
price_780,23999174.21
price_781,24029888.15
price_782,24060602.10
price_783,24091316.04
price_784,24122029.98
price_785,24152743.92
price_786,24183457.86
price_787,24214171.80
price_788,24244885.74
price_789,24275599.68
price_790,24306313.62
price_791,24337027.56
price_792,24367741.50
price_793,24398455.44
price_794,24429169.38
price_795,24459883.32
price_796,24490597.26
price_797,24521311.20
price_798,24552025.14
price_799,24582739.08
price_800,24613453.02
price_801,24644166.96
price_802,24674880.90
price_803,24705594.85
price_804,24736308.79
price_805,24767022.73
price_806,24797736.67
price_807,24828450.61
price_808,24859164.55
price_809,24889878.49
price_810,24920592.43
price_811,24951306.37
price_812,24982020.31
price_813,25012734.25
price_814,25043448.19
price_815,25074162.13
price_816,25104876.07
price_817,25135590.01
price_818,25166303.95
price_819,25197017.89
price_820,25227731.83
price_821,25258445.77
price_822,25289159.71
price_823,25319873.65
price_824,25350587.60
price_825,25381301.54
price_826,25412015.48
price_827,25442729.42
price_828,25473443.36
price_829,25504157.30
price_830,25534871.24
price_831,25565585.18
price_832,25596299.12
price_833,25627013.06
price_834,25657727.00
price_835,25688440.94
price_836,25719154.88
price_837,25749868.82
price_838,25780582.76
price_839,25811296.70
price_840,25842010.64
price_841,25872724.58
price_842,25903438.52
price_843,25934152.46
price_844,25964866.40
price_845,25995580.35
price_846,26026294.29
price_847,26057008.23
price_848,26087722.17
price_849,26118436.11
price_850,26149150.05
price_851,26179863.99
price_852,26210577.93
price_853,26241291.87
price_854,26272005.81
price_855,26302719.75
price_856,26333433.69
price_857,26364147.63
price_858,26394861.57
price_859,26425575.51
price_860,26456289.45
price_861,26487003.39
price_862,26517717.33
price_863,26548431.27
price_864,26579145.21
price_865,26609859.15
price_866,26640573.10
price_867,26671287.04
price_868,26702000.98
price_869,26732714.92
price_870,26763428.86
price_871,26794142.80
price_872,26824856.74
price_873,26855570.68
price_874,26886284.62
price_875,26916998.56
price_876,26947712.50
price_877,26978426.44
price_878,27009140.38
price_879,27039854.32
price_880,27070568.26
price_881,27101282.20
price_882,27131996.14
price_883,27162710.08
price_884,27193424.02
price_885,27224137.96
price_886,27254851.90
price_887,27285565.85
price_888,27316279.79
price_889,27346993.73
price_890,27377707.67
price_891,27408421.61
price_892,27439135.55
price_893,27469849.49
price_894,27500563.43
price_895,27531277.37
price_896,27561991.31
price_897,27592705.25
price_898,27623419.19
price_899,27654133.13
price_900,27684847.07
price_901,27715561.01
price_902,27746274.95
price_903,27776988.89
price_904,27807702.83
price_905,27838416.77
price_906,27869130.71
price_907,27899844.65
price_908,27930558.60
price_909,27961272.54
price_910,27991986.48
price_911,28022700.42
price_912,28053414.36
price_913,28084128.30
price_914,28114842.24
price_915,28145556.18
price_916,28176270.12
price_917,28206984.06
price_918,28237698.00
price_919,28268411.94
price_920,28299125.88
price_921,28329839.82
price_922,28360553.76
price_923,28391267.70
price_924,28421981.64
price_925,28452695.58
price_926,28483409.52
price_927,28514123.46
price_928,28544837.40
price_929,28575551.35
price_930,28606265.29
price_931,28636979.23
price_932,28667693.17
price_933,28698407.11
price_934,28729121.05
price_935,28759834.99
price_936,28790548.93
price_937,28821262.87
price_938,28851976.81
price_939,28882690.75
price_940,28913404.69
price_941,28944118.63
price_942,28974832.57
price_943,29005546.51
price_944,29036260.45
price_945,29066974.39
price_946,29097688.33
price_947,29128402.27
price_948,29159116.21
price_949,29189830.15
price_950,29220544.10
price_951,29251258.04
price_952,29281971.98
price_953,29312685.92
price_954,29343399.86
price_955,29374113.80
price_956,29404827.74
price_957,29435541.68
price_958,29466255.62
price_959,29496969.56
price_960,29527683.50
price_961,29558397.44
price_962,29589111.38
price_963,29619825.32
price_964,29650539.26
price_965,29681253.20
price_966,29711967.14
price_967,29742681.08
price_968,29773395.02
price_969,29804108.96
price_970,29834822.90
price_971,29865536.85
price_972,29896250.79
price_973,29926964.73
price_974,29957678.67
price_975,29988392.61
price_976,30019106.55
price_977,30049820.49
price_978,30080534.43
price_979,30111248.37
price_980,30141962.31
price_981,30172676.25
price_982,30203390.19
price_983,30234104.13
price_984,30264818.07
price_985,30295532.01
price_986,30326245.95
price_987,30356959.89
price_988,30387673.83
price_989,30418387.77
price_990,30449101.71
price_991,30479815.65
price_992,30510529.60
price_993,30541243.54
price_994,30571957.48
price_995,30602671.42
price_996,30633385.36
price_997,30664099.30
price_998,30694813.24
price_999,30725527.18
price_1000,30756241.12
price_1001,30786955.06
price_1002,30817669.00
price_1003,30848382.94
price_1004,30879096.88
price_1005,30909810.82
price_1006,30940524.76
price_1007,30971238.70
price_1008,31001952.64
price_1009,31032666.58
price_1010,31063380.52
price_1011,31094094.46
price_1012,31124808.40
price_1013,31155522.35
price_1014,31186236.29
price_1015,31216950.23
price_1016,31247664.17
price_1017,31278378.11
price_1018,31309092.05
price_1019,31339805.99
price_1020,31370519.93
price_1021,31401233.87
price_1022,31431947.81
price_1023,31462661.75
price_1024,31493375.69
price_1025,31524089.63
price_1026,31554803.57
price_1027,31585517.51
price_1028,31616231.45
price_1029,31646945.39
price_1030,31677659.33
price_1031,31708373.27
price_1032,31739087.21
price_1033,31769801.15
price_1034,31800515.10
price_1035,31831229.04
price_1036,31861942.98
price_1037,31892656.92
price_1038,31923370.86
price_1039,31954084.80
price_1040,31984798.74
price_1041,32015512.68
price_1042,32046226.62
price_1043,32076940.56
price_1044,32107654.50
price_1045,32138368.44
price_1046,32169082.38
price_1047,32199796.32
price_1048,32230510.26
price_1049,32261224.20
price_1050,32291938.14
price_1051,32322652.08
price_1052,32353366.02
price_1053,32384079.96
price_1054,32414793.90
price_1055,32445507.85
price_1056,32476221.79
price_1057,32506935.73
price_1058,32537649.67
price_1059,32568363.61
price_1060,32599077.55
price_1061,32629791.49
price_1062,32660505.43
price_1063,32691219.37
price_1064,32721933.31
price_1065,32752647.25
price_1066,32783361.19
price_1067,32814075.13
price_1068,32844789.07
price_1069,32875503.01
price_1070,32906216.95
price_1071,32936930.89
price_1072,32967644.83
price_1073,32998358.77
price_1074,33029072.71
price_1075,33059786.65
price_1076,33090500.60
price_1077,33121214.54
price_1078,33151928.48
price_1079,33182642.42
price_1080,33213356.36
price_1081,33244070.30
price_1082,33274784.24
price_1083,33305498.18
price_1084,33336212.12
price_1085,33366926.06
price_1086,33397640.00
price_1087,33428353.94
price_1088,33459067.88
price_1089,33489781.82
price_1090,33520495.76
price_1091,33551209.70
price_1092,33581923.64
price_1093,33612637.58
price_1094,33643351.52
price_1095,33674065.46
price_1096,33704779.40
price_1097,33735493.35
price_1098,33766207.29
price_1099,33796921.23
price_1100,33827635.17
price_1101,33858349.11
price_1102,33889063.05
price_1103,33919776.99
price_1104,33950490.93
price_1105,33981204.87
price_1106,34011918.81
price_1107,34042632.75
price_1108,34073346.69
price_1109,34104060.63
price_1110,34134774.57
price_1111,34165488.51
price_1112,34196202.45
price_1113,34226916.39
price_1114,34257630.33
price_1115,34288344.27
price_1116,34319058.21
price_1117,34349772.15
price_1118,34380486.10
price_1119,34411200.04
price_1120,34441913.98
price_1121,34472627.92
price_1122,34503341.86
price_1123,34534055.80
price_1124,34564769.74
price_1125,34595483.68
price_1126,34626197.62
price_1127,34656911.56
price_1128,34687625.50
price_1129,34718339.44
price_1130,34749053.38
price_1131,34779767.32
price_1132,34810481.26
price_1133,34841195.20
price_1134,34871909.14
price_1135,34902623.08
price_1136,34933337.02
price_1137,34964050.96
price_1138,34994764.90
price_1139,35025478.85
price_1140,35056192.79
price_1141,35086906.73
price_1142,35117620.67
price_1143,35148334.61
price_1144,35179048.55
price_1145,35209762.49
price_1146,35240476.43
price_1147,35271190.37
price_1148,35301904.31
price_1149,35332618.25
price_1150,35363332.19
price_1151,35394046.13
price_1152,35424760.07
price_1153,35455474.01
price_1154,35486187.95
price_1155,35516901.89
price_1156,35547615.83
price_1157,35578329.77
price_1158,35609043.71
price_1159,35639757.65
price_1160,35670471.60
price_1161,35701185.54
price_1162,35731899.48
price_1163,35762613.42
price_1164,35793327.36
price_1165,35824041.30
price_1166,35854755.24
price_1167,35885469.18
price_1168,35916183.12
price_1169,35946897.06
price_1170,35977611.00
price_1171,36008324.94
price_1172,36039038.88
price_1173,36069752.82
price_1174,36100466.76
price_1175,36131180.70
price_1176,36161894.64
price_1177,36192608.58
price_1178,36223322.52
price_1179,36254036.46
price_1180,36284750.40
price_1181,36315464.35
price_1182,36346178.29
price_1183,36376892.23
price_1184,36407606.17
price_1185,36438320.11
price_1186,36469034.05
price_1187,36499747.99
price_1188,36530461.93
price_1189,36561175.87
price_1190,36591889.81
price_1191,36622603.75
price_1192,36653317.69
price_1193,36684031.63
price_1194,36714745.57
price_1195,36745459.51
price_1196,36776173.45
price_1197,36806887.39
price_1198,36837601.33
price_1199,36868315.27
price_1200,36899029.21
price_1201,36929743.15
price_1202,36960457.10
price_1203,36991171.04
price_1204,37021884.98
price_1205,37052598.92
price_1206,37083312.86
price_1207,37114026.80
price_1208,37144740.74
price_1209,37175454.68
price_1210,37206168.62
price_1211,37236882.56
price_1212,37267596.50
price_1213,37298310.44
price_1214,37329024.38
price_1215,37359738.32
price_1216,37390452.26
price_1217,37421166.20
price_1218,37451880.14
price_1219,37482594.08
price_1220,37513308.02
price_1221,37544021.96
price_1222,37574735.90
price_1223,37605449.85
price_1224,37636163.79
price_1225,37666877.73
price_1226,37697591.67
price_1227,37728305.61
price_1228,37759019.55
price_1229,37789733.49
price_1230,37820447.43
price_1231,37851161.37
price_1232,37881875.31
price_1233,37912589.25
price_1234,37943303.19
price_1235,37974017.13
price_1236,38004731.07
price_1237,38035445.01
price_1238,38066158.95
price_1239,38096872.89
price_1240,38127586.83
price_1241,38158300.77
price_1242,38189014.71
price_1243,38219728.65
price_1244,38250442.60
price_1245,38281156.54
price_1246,38311870.48
price_1247,38342584.42
price_1248,38373298.36
price_1249,38404012.30
price_1250,38434726.24
price_1251,38465440.18
price_1252,38496154.12
price_1253,38526868.06
price_1254,38557582.00
price_1255,38588295.94
price_1256,38619009.88
price_1257,38649723.82
price_1258,38680437.76
price_1259,38711151.70
price_1260,38741865.64
price_1261,38772579.58
price_1262,38803293.52
price_1263,38834007.46
price_1264,38864721.40
price_1265,38895435.35
price_1266,38926149.29
price_1267,38956863.23
price_1268,38987577.17
price_1269,39018291.11
price_1270,39049005.05
price_1271,39079718.99
price_1272,39110432.93
price_1273,39141146.87
price_1274,39171860.81
price_1275,39202574.75
price_1276,39233288.69
price_1277,39264002.63
price_1278,39294716.57
price_1279,39325430.51
price_1280,39356144.45
price_1281,39386858.39
price_1282,39417572.33
price_1283,39448286.27
price_1284,39479000.21
price_1285,39509714.15
price_1286,39540428.10
price_1287,39571142.04
price_1288,39601855.98
price_1289,39632569.92
price_1290,39663283.86
price_1291,39693997.80
price_1292,39724711.74
price_1293,39755425.68
price_1294,39786139.62
price_1295,39816853.56
price_1296,39847567.50
price_1297,39878281.44
price_1298,39908995.38
price_1299,39939709.32
price_1300,39970423.26
price_1301,40001137.20
price_1302,40031851.14
price_1303,40062565.08
price_1304,40093279.02
price_1305,40123992.96
price_1306,40154706.90
price_1307,40185420.85
price_1308,40216134.79
price_1309,40246848.73
price_1310,40277562.67
price_1311,40308276.61
price_1312,40338990.55
price_1313,40369704.49
price_1314,40400418.43
price_1315,40431132.37
price_1316,40461846.31
price_1317,40492560.25
price_1318,40523274.19
price_1319,40553988.13
price_1320,40584702.07
price_1321,40615416.01
price_1322,40646129.95
price_1323,40676843.89
price_1324,40707557.83
price_1325,40738271.77
price_1326,40768985.71
price_1327,40799699.65
price_1328,40830413.60
price_1329,40861127.54
price_1330,40891841.48
price_1331,40922555.42
price_1332,40953269.36
price_1333,40983983.30
price_1334,41014697.24
price_1335,41045411.18
price_1336,41076125.12
price_1337,41106839.06
price_1338,41137553.00
price_1339,41168266.94
price_1340,41198980.88
price_1341,41229694.82
price_1342,41260408.76
price_1343,41291122.70
price_1344,41321836.64
price_1345,41352550.58
price_1346,41383264.52
price_1347,41413978.46
price_1348,41444692.40
price_1349,41475406.35
price_1350,41506120.29
price_1351,41536834.23
price_1352,41567548.17
price_1353,41598262.11
price_1354,41628976.05
price_1355,41659689.99
price_1356,41690403.93
price_1357,41721117.87
price_1358,41751831.81
price_1359,41782545.75
price_1360,41813259.69
price_1361,41843973.63
price_1362,41874687.57
price_1363,41905401.51
price_1364,41936115.45
price_1365,41966829.39
