Dim_05_id,value_dim05
Dim_05_1299,39939709.32
Dim_05_130,4035112.9
Dim_05_1300,39970423.26
Dim_05_1301,40001137.2
Dim_05_1302,40031851.14
Dim_05_1303,40062565.08
Dim_05_1304,40093279.02
Dim_05_1305,40123992.96
Dim_05_1306,40154706.9
Dim_05_1307,40185420.85
Dim_05_1308,40216134.79
Dim_05_1309,40246848.73
Dim_05_131,4065826.85
Dim_05_1310,40277562.67
Dim_05_1311,40308276.61
Dim_05_1312,40338990.55
Dim_05_1313,40369704.49
Dim_05_1314,40400418.43
Dim_05_1315,40431132.37
Dim_05_1316,40461846.31
Dim_05_1317,40492560.25
Dim_05_1318,40523274.19
Dim_05_1319,40553988.13
Dim_05_132,4096540.79
Dim_05_1320,40584702.07
Dim_05_1321,40615416.01
Dim_05_1322,40646129.95
Dim_05_1323,40676843.89
Dim_05_1324,40707557.83
Dim_05_1325,40738271.77
Dim_05_1326,40768985.71
Dim_05_1327,40799699.65
Dim_05_1328,40830413.6
Dim_05_1329,40861127.54
Dim_05_133,4127254.73
Dim_05_1330,40891841.48
Dim_05_1331,40922555.42
Dim_05_1332,40953269.36
Dim_05_1333,40983983.3
Dim_05_1334,41014697.24
Dim_05_1335,41045411.18
Dim_05_1336,41076125.12
Dim_05_1337,41106839.06
Dim_05_1338,41137553
Dim_05_1339,41168266.94
Dim_05_134,4157968.67
Dim_05_1340,41198980.88
Dim_05_1341,41229694.82
Dim_05_1342,41260408.76
Dim_05_1343,41291122.7
Dim_05_1344,41321836.64
Dim_05_1345,41352550.58
Dim_05_1346,41383264.52
Dim_05_1347,41413978.46
Dim_05_1348,41444692.4
Dim_05_1349,41475406.35
Dim_05_135,4188682.61
Dim_05_1350,41506120.29
Dim_05_1351,41536834.23
Dim_05_1352,41567548.17
Dim_05_1353,41598262.11
Dim_05_1354,41628976.05
Dim_05_1355,41659689.99
Dim_05_1356,41690403.93
Dim_05_1357,41721117.87
Dim_05_1358,41751831.81
Dim_05_1359,41782545.75
Dim_05_136,4219396.55
Dim_05_1360,41813259.69
Dim_05_1361,41843973.63
Dim_05_1362,41874687.57
Dim_05_1363,41905401.51
Dim_05_1364,41936115.45
Dim_05_1365,41966829.39
Dim_05_1366,41997543.33
Dim_05_1367,42028257.27
Dim_05_1368,42058971.21
Dim_05_1369,42089685.15
Dim_05_137,4250110.49
Dim_05_1370,42120399.1
Dim_05_1371,42151113.04
Dim_05_1372,42181826.98
Dim_05_1373,42212540.92
Dim_05_1374,42243254.86
Dim_05_1375,42273968.8
Dim_05_1376,42304682.74
Dim_05_1377,42335396.68
Dim_05_1378,42366110.62
Dim_05_1379,42396824.56
Dim_05_138,4280824.43
Dim_05_1380,42427538.5
Dim_05_1381,42458252.44
Dim_05_1382,42488966.38
Dim_05_1383,42519680.32
Dim_05_1384,42550394.26
Dim_05_1385,42581108.2
Dim_05_1386,42611822.14
Dim_05_1387,42642536.08
Dim_05_1388,42673250.02
Dim_05_1389,42703963.96
Dim_05_139,4311538.37
Dim_05_1390,42734677.9
Dim_05_1391,42765391.85
Dim_05_1392,42796105.79
Dim_05_1393,42826819.73
Dim_05_1394,42857533.67
Dim_05_1395,42888247.61
Dim_05_1396,42918961.55
Dim_05_1397,42949675.49
Dim_05_1398,42980389.43
Dim_05_1399,43011103.37
Dim_05_140,4342252.31
Dim_05_1400,43041817.31
Dim_05_1401,43072531.25
Dim_05_1402,43103245.19
Dim_05_1403,43133959.13
Dim_05_1404,43164673.07
Dim_05_1405,43195387.01
Dim_05_1406,43226100.95
Dim_05_1407,43256814.89
Dim_05_1408,43287528.83
Dim_05_1409,43318242.77
Dim_05_141,4372966.25
Dim_05_1410,43348956.71
Dim_05_1411,43379670.65
Dim_05_1412,43410384.6
Dim_05_1413,43441098.54
Dim_05_1414,43471812.48
Dim_05_1415,43502526.42
Dim_05_1416,43533240.36
Dim_05_1417,43563954.3
Dim_05_1418,43594668.24
Dim_05_1419,43625382.18
Dim_05_142,4403680.19
Dim_05_1420,43656096.12
Dim_05_1421,43686810.06
Dim_05_1422,43717524
Dim_05_1423,43748237.94
Dim_05_1424,43778951.88
Dim_05_1425,43809665.82
Dim_05_1426,43840379.76
Dim_05_1427,43871093.7
Dim_05_1428,43901807.64
Dim_05_1429,43932521.58
Dim_05_143,4434394.13
Dim_05_1430,43963235.52
Dim_05_1431,43993949.46
Dim_05_1432,44024663.4
Dim_05_1433,44055377.35
Dim_05_1434,44086091.29
Dim_05_1435,44116805.23
Dim_05_1436,44147519.17
Dim_05_1437,44178233.11
Dim_05_1438,44208947.05
Dim_05_1439,44239660.99
Dim_05_144,4465108.07
Dim_05_1440,44270374.93
Dim_05_1441,44301088.87
Dim_05_1442,44331802.81
Dim_05_1443,44362516.75
Dim_05_1444,44393230.69
Dim_05_1445,44423944.63
Dim_05_1446,44454658.57
Dim_05_1447,44485372.51
Dim_05_1448,44516086.45
Dim_05_1449,44546800.39
Dim_05_145,4495822.01
Dim_05_1450,44577514.33
Dim_05_1451,44608228.27
Dim_05_1452,44638942.21
Dim_05_1453,44669656.15
Dim_05_1454,44700370.1
Dim_05_1455,44731084.04
Dim_05_1456,44761797.98
Dim_05_1457,44792511.92
Dim_05_1458,44823225.86
Dim_05_1459,44853939.8
Dim_05_146,4526535.95
Dim_05_1460,44884653.74
Dim_05_1461,44915367.68
Dim_05_1462,44946081.62
Dim_05_1463,44976795.56
Dim_05_1464,45007509.5
Dim_05_1465,45038223.44
Dim_05_1466,45068937.38
Dim_05_1467,45099651.32
Dim_05_1468,45130365.26
Dim_05_1469,45161079.2
Dim_05_147,4557249.89
Dim_05_1470,45191793.14
Dim_05_1471,45222507.08
Dim_05_1472,45253221.02
Dim_05_1473,45283934.96
Dim_05_1474,45314648.9
Dim_05_1475,45345362.85
Dim_05_1476,45376076.79
Dim_05_1477,45406790.73
Dim_05_1478,45437504.67
Dim_05_1479,45468218.61
Dim_05_148,4587963.83
Dim_05_1480,45498932.55
Dim_05_1481,45529646.49
Dim_05_1482,45560360.43
Dim_05_1483,45591074.37
Dim_05_1484,45621788.31
Dim_05_1485,45652502.25
Dim_05_1486,45683216.19
Dim_05_1487,45713930.13
Dim_05_1488,45744644.07
Dim_05_1489,45775358.01
Dim_05_149,4618677.77
Dim_05_1490,45806071.95
Dim_05_1491,45836785.89
Dim_05_1492,45867499.83
Dim_05_1493,45898213.77
Dim_05_1494,45928927.71
Dim_05_1495,45959641.65
Dim_05_1496,45990355.6
Dim_05_1497,46021069.54
Dim_05_1498,46051783.48
Dim_05_1499,46082497.42
Dim_05_150,4649391.71
Dim_05_1500,46113211.36
Dim_05_1501,46143925.3
Dim_05_1502,46174639.24
Dim_05_1503,46205353.18
Dim_05_1504,46236067.12
Dim_05_1505,46266781.06
Dim_05_1506,46297495
Dim_05_1507,46328208.94
Dim_05_1508,46358922.88
Dim_05_1509,46389636.82
Dim_05_151,4680105.65
Dim_05_1510,46420350.76
Dim_05_1511,46451064.7
Dim_05_1512,46481778.64
Dim_05_1513,46512492.58
Dim_05_1514,46543206.52
Dim_05_1515,46573920.46
Dim_05_1516,46604634.4
Dim_05_1517,46635348.35
Dim_05_1518,46666062.29
Dim_05_1519,46696776.23
Dim_05_152,4710819.6
Dim_05_1520,46727490.17
Dim_05_1521,46758204.11
Dim_05_1522,46788918.05
Dim_05_1523,46819631.99
Dim_05_1524,46850345.93
Dim_05_1525,46881059.87
Dim_05_1526,46911773.81
Dim_05_1527,46942487.75
Dim_05_1528,46973201.69
Dim_05_1529,47003915.63
Dim_05_153,4741533.54
Dim_05_1530,47034629.57
Dim_05_1531,47065343.51
Dim_05_1532,47096057.45
Dim_05_1533,47126771.39
Dim_05_1534,47157485.33
Dim_05_1535,47188199.27
Dim_05_1536,47218913.21
Dim_05_1537,47249627.15
Dim_05_1538,47280341.1
Dim_05_1539,47311055.04
Dim_05_154,4772247.48
Dim_05_1540,47341768.98
Dim_05_1541,47372482.92
Dim_05_1542,47403196.86
Dim_05_1543,47433910.8
Dim_05_1544,47464624.74
Dim_05_1545,47495338.68
Dim_05_1546,47526052.62
Dim_05_1547,47556766.56
Dim_05_1548,47587480.5
Dim_05_1549,47618194.44
Dim_05_155,4802961.42
Dim_05_1550,47648908.38
Dim_05_1551,47679622.32
Dim_05_1552,47710336.26
Dim_05_1553,47741050.2
Dim_05_1554,47771764.14
Dim_05_1555,47802478.08
Dim_05_1556,47833192.02
Dim_05_1557,47863905.96
Dim_05_1558,47894619.9
Dim_05_1559,47925333.85
Dim_05_156,4833675.36
Dim_05_1560,47956047.79
Dim_05_1561,47986761.73
Dim_05_1562,48017475.67
Dim_05_1563,48048189.61
Dim_05_1564,48078903.55
Dim_05_1565,48109617.49
Dim_05_1566,48140331.43
Dim_05_1567,48171045.37
Dim_05_1568,48201759.31
Dim_05_1569,48232473.25
Dim_05_157,4864389.3
Dim_05_1570,48263187.19
Dim_05_1571,48293901.13
Dim_05_1572,48324615.07
Dim_05_1573,48355329.01
Dim_05_1574,48386042.95
Dim_05_1575,48416756.89
Dim_05_1576,48447470.83
Dim_05_1577,48478184.77
Dim_05_1578,48508898.71
Dim_05_1579,48539612.65
Dim_05_158,4895103.24
Dim_05_1580,48570326.6
Dim_05_1581,48601040.54
Dim_05_1582,48631754.48
Dim_05_1583,48662468.42
Dim_05_1584,48693182.36
Dim_05_1585,48723896.3
Dim_05_1586,48754610.24
Dim_05_1587,48785324.18
Dim_05_1588,48816038.12
Dim_05_1589,48846752.06
Dim_05_159,4925817.18
Dim_05_1590,48877466
Dim_05_1591,48908179.94
Dim_05_1592,48938893.88
Dim_05_1593,48969607.82
Dim_05_1594,49000321.76
Dim_05_1595,49031035.7
Dim_05_1596,49061749.64
Dim_05_1597,49092463.58
Dim_05_1598,49123177.52
Dim_05_1599,49153891.46
Dim_05_160,4956531.12
Dim_05_1600,49184605.4
Dim_05_1601,49215319.35
Dim_05_1602,49246033.29
Dim_05_1603,49276747.23
Dim_05_1604,49307461.17
Dim_05_1605,49338175.11
Dim_05_1606,49368889.05
Dim_05_1607,49399602.99
Dim_05_1608,49430316.93
Dim_05_1609,49461030.87
Dim_05_161,4987245.06
Dim_05_1610,49491744.81
Dim_05_1611,49522458.75
Dim_05_1612,49553172.69
Dim_05_1613,49583886.63
Dim_05_1614,49614600.57
Dim_05_1615,49645314.51
Dim_05_1616,49676028.45
Dim_05_1617,49706742.39
Dim_05_1618,49737456.33
Dim_05_1619,49768170.27
Dim_05_162,5017959
Dim_05_1620,49798884.21
Dim_05_1621,49829598.15
Dim_05_1622,49860312.1
Dim_05_1623,49891026.04
Dim_05_1624,49921739.98
Dim_05_1625,49952453.92
Dim_05_1626,49983167.86
Dim_05_1627,50013881.8
Dim_05_1628,50044595.74
Dim_05_1629,50075309.68
Dim_05_163,5048672.94
Dim_05_1630,50106023.62
Dim_05_1631,50136737.56
Dim_05_1632,50167451.5
Dim_05_1633,50198165.44
Dim_05_1634,50228879.38
Dim_05_1635,50259593.32
Dim_05_1636,50290307.26
Dim_05_1637,50321021.2
Dim_05_1638,50351735.14
Dim_05_1639,50382449.08
Dim_05_164,5079386.88
Dim_05_1640,50413163.02
Dim_05_1641,50443876.96
Dim_05_1642,50474590.9
Dim_05_1643,50505304.85
Dim_05_1644,50536018.79
Dim_05_1645,50566732.73
Dim_05_1646,50597446.67
Dim_05_1647,50628160.61
Dim_05_1648,50658874.55
Dim_05_1649,50689588.49
Dim_05_165,5110100.82
Dim_05_1650,50720302.43
Dim_05_1651,50751016.37
Dim_05_1652,50781730.31
Dim_05_1653,50812444.25
Dim_05_1654,50843158.19
Dim_05_1655,50873872.13
Dim_05_1656,50904586.07
Dim_05_1657,50935300.01
Dim_05_1658,50966013.95
Dim_05_1659,50996727.89
Dim_05_166,5140814.76
Dim_05_1660,51027441.83
Dim_05_1661,51058155.77
Dim_05_1662,51088869.71
Dim_05_1663,51119583.65
Dim_05_1664,51150297.6
Dim_05_1665,51181011.54
Dim_05_1666,51211725.48
Dim_05_1667,51242439.42
Dim_05_1668,51273153.36
Dim_05_1669,51303867.3
Dim_05_167,5171528.7
Dim_05_1670,51334581.24
Dim_05_1671,51365295.18
Dim_05_1672,51396009.12
Dim_05_1673,51426723.06
Dim_05_1674,51457437
Dim_05_1675,51488150.94
Dim_05_1676,51518864.88
Dim_05_1677,51549578.82
Dim_05_1678,51580292.76
Dim_05_1679,51611006.7
Dim_05_168,5202242.64
Dim_05_1680,51641720.64
Dim_05_1681,51672434.58
Dim_05_1682,51703148.52
Dim_05_1683,51733862.46
Dim_05_1684,51764576.4
Dim_05_1685,51795290.35
Dim_05_1686,51826004.29
Dim_05_1687,51856718.23
Dim_05_1688,51887432.17
Dim_05_1689,51918146.11
Dim_05_169,5232956.58
Dim_05_1690,51948860.05
Dim_05_1691,51979573.99
Dim_05_1692,52010287.93
Dim_05_1693,52041001.87
Dim_05_1694,52071715.81
Dim_05_1695,52102429.75
Dim_05_1696,52133143.69
Dim_05_1697,52163857.63
Dim_05_1698,52194571.57
Dim_05_1699,52225285.51
Dim_05_170,5263670.52
Dim_05_1700,52255999.45
Dim_05_1701,52286713.39
Dim_05_1702,52317427.33
Dim_05_1703,52348141.27
Dim_05_1704,52378855.21
Dim_05_1705,52409569.15
Dim_05_1706,52440283.1
Dim_05_1707,52470997.04
Dim_05_1708,52501710.98
Dim_05_1709,52532424.92
Dim_05_171,5294384.46
Dim_05_1710,52563138.86
Dim_05_1711,52593852.8
Dim_05_1712,52624566.74
Dim_05_1713,52655280.68
Dim_05_1714,52685994.62
Dim_05_1715,52716708.56
Dim_05_1716,52747422.5
Dim_05_1717,52778136.44
Dim_05_1718,52808850.38
Dim_05_1719,52839564.32
Dim_05_172,5325098.4
Dim_05_1720,52870278.26
Dim_05_1721,52900992.2
Dim_05_1722,52931706.14
Dim_05_1723,52962420.08
Dim_05_1724,52993134.02
Dim_05_1725,53023847.96
Dim_05_1726,53054561.9
Dim_05_1727,53085275.85
Dim_05_1728,53115989.79
Dim_05_1729,53146703.73
Dim_05_173,5355812.35
Dim_05_1730,53177417.67
Dim_05_1731,53208131.61
Dim_05_1732,53238845.55
Dim_05_1733,53269559.49
Dim_05_1734,53300273.43
Dim_05_1735,53330987.37
Dim_05_1736,53361701.31
Dim_05_1737,53392415.25
Dim_05_1738,53423129.19
Dim_05_1739,53453843.13
Dim_05_174,5386526.29
Dim_05_1740,53484557.07
Dim_05_1741,53515271.01
Dim_05_1742,53545984.95
Dim_05_1743,53576698.89
Dim_05_1744,53607412.83
Dim_05_1745,53638126.77
Dim_05_1746,53668840.71
Dim_05_1747,53699554.65
Dim_05_1748,53730268.6
Dim_05_1749,53760982.54
Dim_05_175,5417240.23
Dim_05_1750,53791696.48
Dim_05_1751,53822410.42
Dim_05_1752,53853124.36
Dim_05_1753,53883838.3
Dim_05_1754,53914552.24
Dim_05_1755,53945266.18
Dim_05_1756,53975980.12
Dim_05_1757,54006694.06
Dim_05_1758,54037408
Dim_05_1759,54068121.94
Dim_05_176,5447954.17
Dim_05_1760,54098835.88
Dim_05_1761,54129549.82
Dim_05_1762,54160263.76
Dim_05_1763,54190977.7
Dim_05_1764,54221691.64
Dim_05_1765,54252405.58
Dim_05_1766,54283119.52
Dim_05_1767,54313833.46
Dim_05_1768,54344547.4
Dim_05_1769,54375261.35
Dim_05_177,5478668.11
Dim_05_1770,54405975.29
